County,State,mean_life_expectancy,State_FIPS,County_FIPS,bachelors_and_above_percentage
Knox County,Missouri,77.1314348140698,29,103,13.4
Laclede County,Missouri,75.8606519731962,29,105,12.7
Lafayette County,Missouri,77.2893016530808,29,107,17.1
Lawrence County,Missouri,76.386599752678,29,109,15.6
Lewis County,Missouri,77.0852411934756,29,111,9.4
Lincoln County,Missouri,76.8930197244285,29,113,12.7
Linn County,Missouri,76.1966416647027,29,115,11.9
Livingston County,Missouri,77.396837516058,29,117,20.1
McDonald County,Missouri,74.7139706763531,29,119,9.4
Macon County,Missouri,77.2217950126212,29,121,13.9
Madison County,Missouri,74.1773599264903,29,123,5.3
Maries County,Missouri,77.3136550978535,29,125,12.8
Marion County,Missouri,76.9657091475602,29,127,18.7
Mercer County,Missouri,78.0790032972874,29,129,13.2
Miller County,Missouri,76.6418300823123,29,131,15.0
Mississippi County,Missouri,73.2759894323575,29,133,8.8
Moniteau County,Missouri,78.0683375504993,29,135,17.1
Monroe County,Missouri,78.6293971094876,29,137,12.1
Montgomery County,Missouri,76.0629568053237,29,139,9.3
Morgan County,Missouri,75.5170516341565,29,141,12.6
New Madrid County,Missouri,73.2247308394097,29,143,10.2
Newton County,Missouri,76.3118404051647,29,145,17.7
Nodaway County,Missouri,79.1494768886903,29,147,20.5
Oregon County,Missouri,75.5439244779616,29,149,8.2
Osage County,Missouri,78.7613739367206,29,151,13.7
Ozark County,Missouri,76.0374303425913,29,153,12.7
Pemiscot County,Missouri,71.602432757941,29,155,9.8
Perry County,Missouri,78.3040011882363,29,157,12.4
Pettis County,Missouri,77.3609505824366,29,159,13.1
Phelps County,Missouri,76.7816285996013,29,161,29.5
Pike County,Missouri,76.7860305884,29,163,8.7
Platte County,Missouri,80.5680882806597,29,165,40.1
Polk County,Missouri,76.4945970406997,29,167,17.4
Pulaski County,Missouri,76.62734516113,29,169,22.3
Putnam County,Missouri,77.1462878892274,29,171,13.0
Ralls County,Missouri,78.9613788604489,29,173,13.3
Randolph County,Missouri,75.9813782464511,29,175,12.7
Ray County,Missouri,76.3474958129826,29,177,12.1
Reynolds County,Missouri,74.60584610024,29,179,6.9
Ripley County,Missouri,73.651562347727,29,181,8.9
Saint Charles County,Missouri,80.4844402825731,29,183,36.7
Saint Clair County,Missouri,76.0575144894027,29,185,10.8
Sainte Genevieve County,Missouri,77.9490267952019,29,186,10.6
Saint Francois County,Missouri,74.527849633584,29,187,12.4
Saint Louis County,Missouri,79.0243067011445,29,189,43.2
Saline County,Missouri,77.3136420184193,29,195,14.6
Schuyler County,Missouri,77.6425170118486,29,197,10.8
Scotland County,Missouri,77.6818920632925,29,199,15.7
Scott County,Missouri,75.3058219810281,29,201,12.4
Shannon County,Missouri,76.0599486371675,29,203,8.3
Shelby County,Missouri,77.3150899709162,29,205,11.8
Stoddard County,Missouri,75.4968841693476,29,207,13.0
Stone County,Missouri,78.0827232942743,29,209,16.5
Sullivan County,Missouri,76.6387615523966,29,211,10.6
Taney County,Missouri,77.4857807163644,29,213,19.8
Texas County,Missouri,76.8790657995785,29,215,11.1
Vernon County,Missouri,75.7161564966682,29,217,13.2
Warren County,Missouri,78.4477143980754,29,219,13.7
Washington County,Missouri,73.7067408080698,29,221,8.0
Wayne County,Missouri,74.3813784722428,29,223,9.3
Webster County,Missouri,77.6692266010509,29,225,12.3
Worth County,Missouri,78.1849730614201,29,227,11.0
Wright County,Missouri,75.3239867370217,29,229,10.3
Saint Louis City,Missouri,74.6712794669799,29,510,30.1
Beaverhead County,Montana,80.0690499880353,30,001,29.3
Big Horn County,Montana,72.4202301430188,30,003,15.4
Blaine County,Montana,75.2377165545652,30,005,10.5
Broadwater County,Montana,79.4443747871677,30,007,19.6
Carbon County,Montana,80.1510853855518,30,009,25.6
Carter County,Montana,78.9489387347462,30,011,16.5
Cascade County,Montana,78.1917396143046,30,013,25.0
Chouteau County,Montana,78.8832623693139,30,015,23.9
Custer County,Montana,77.0317848444518,30,017,16.9
Daniels County,Montana,78.8350188488983,30,019,25.7
Dawson County,Montana,77.9847725082607,30,021,15.5
Deer Lodge County,Montana,76.5569874800845,30,023,17.2
Fallon County,Montana,78.2646272883698,30,025,18.4
Fergus County,Montana,78.0259382718926,30,027,28.5
Flathead County,Montana,79.0983453276888,30,029,29.7
Gallatin County,Montana,81.7901381490683,30,031,45.3
Garfield County,Montana,78.2263441501415,30,033,11.1
Glacier County,Montana,72.535251981548,30,035,18.2
Granite County,Montana,81.2654857689364,30,039,22.7
Hill County,Montana,77.052210861334,30,041,21.6
Jefferson County,Montana,78.6674224256932,30,043,32.7
Judith Basin County,Montana,80.616928791398,30,045,28.2
Lake County,Montana,77.8103579188911,30,047,24.6
Lewis and Clark County,Montana,79.3814859378824,30,049,39.1
Liberty County,Montana,81.9746246989306,30,051,18.4
Lincoln County,Montana,77.7277373111902,30,053,18.1
McCone County,Montana,78.6088440281253,30,055,13.5
Madison County,Montana,80.5664620349031,30,057,33.7
Meagher County,Montana,78.5865989240125,30,059,12.8
Mineral County,Montana,77.1133760770225,30,061,12.8
Missoula County,Montana,79.5970701200211,30,063,37.1
Musselshell County,Montana,76.8236142265321,30,065,10.6
Phillips County,Montana,77.3818310854333,30,071,15.2
Pondera County,Montana,78.1341046269908,30,073,21.3
Powder River County,Montana,79.6490586958277,30,075,20.0
Powell County,Montana,77.1353300253868,30,077,16.5
Prairie County,Montana,77.5734895759468,30,079,16.0
Ravalli County,Montana,79.4088411313124,30,081,24.5
Richland County,Montana,77.1989398439375,30,083,18.0
Roosevelt County,Montana,69.4971686327204,30,085,12.5
Rosebud County,Montana,75.5674388371752,30,087,18.8
Sanders County,Montana,77.7583433304306,30,089,16.1
Sheridan County,Montana,76.8101077240762,30,091,20.9
Silver Bow County,Montana,76.3333695491583,30,093,22.3
Stillwater County,Montana,79.4018540030733,30,095,20.1
Sweet Grass County,Montana,80.6213480253808,30,097,25.6
Teton County,Montana,79.9730807574756,30,099,25.3
Toole County,Montana,77.8245932842356,30,101,13.7
Valley County,Montana,78.2152249115827,30,105,17.3
Wheatland County,Montana,78.5197648462066,30,107,22.5
Wibaux County,Montana,76.9681117870895,30,109,19.4
Yellowstone County,Montana,78.4656395149171,30,111,28.5
Park County,Montana,79.9226441667727,30,067,31.4
Adams County,Nebraska,79.5139882200684,31,001,19.6
Antelope County,Nebraska,80.914492716339,31,003,14.4
Boone County,Nebraska,80.8034179565684,31,011,11.2
Box Butte County,Nebraska,78.2515508437662,31,013,17.6
Boyd County,Nebraska,79.149817457741,31,015,15.9
Brown County,Nebraska,80.0001975616539,31,017,23.9
Buffalo County,Nebraska,80.4192244486045,31,019,29.9
Burt County,Nebraska,78.5260645889439,31,021,19.1
Butler County,Nebraska,78.8030615170436,31,023,12.5
Cass County,Nebraska,78.8978231463273,31,025,22.5
Cedar County,Nebraska,81.0056200678633,31,027,13.5
Chase County,Nebraska,78.8907773894266,31,029,16.7
Cherry County,Nebraska,79.1264970560263,31,031,19.7
Cheyenne County,Nebraska,79.3799476271958,31,033,27.0
Clay County,Nebraska,78.9280856197915,31,035,17.1
Colfax County,Nebraska,80.6019559184558,31,037,14.1
Cuming County,Nebraska,81.2503640988816,31,039,15.5
Custer County,Nebraska,79.5253314365766,31,041,19.2
Dakota County,Nebraska,78.323074580394,31,043,11.2
Dawes County,Nebraska,79.3182397476726,31,045,40.2
Dawson County,Nebraska,79.1386705430554,31,047,16.2
Deuel County,Nebraska,79.313981618582,31,049,26.4
Dixon County,Nebraska,79.4764640981199,31,051,12.3
Dodge County,Nebraska,78.594950383919,31,053,18.6
Douglas County,Nebraska,78.7215417042066,31,055,36.5
Dundy County,Nebraska,78.5247870950961,31,057,24.0
Fillmore County,Nebraska,78.651953121111,31,059,17.4
Franklin County,Nebraska,79.1351700117632,31,061,17.5
Frontier County,Nebraska,82.1464871809532,31,063,18.1
Furnas County,Nebraska,78.2612199381953,31,065,20.7
Gage County,Nebraska,78.3745284262605,31,067,19.5
Garden County,Nebraska,78.6890781916832,31,069,21.3
Garfield County,Nebraska,78.9399779701836,31,071,12.6
Gosper County,Nebraska,79.9114768121222,31,073,17.4
Greeley County,Nebraska,80.461156343541,31,077,14.4
Hall County,Nebraska,78.8368786098385,31,079,16.8
Hamilton County,Nebraska,80.5005931178824,31,081,25.8
Harlan County,Nebraska,79.5395355311975,31,083,15.7
Hitchcock County,Nebraska,78.2786129133157,31,087,12.5
Holt County,Nebraska,80.0253462199887,31,089,15.8
Howard County,Nebraska,80.1916672841455,31,093,17.0
Jefferson County,Nebraska,78.2524537996849,31,095,12.7
Johnson County,Nebraska,78.54761138338,31,097,10.1
Kearney County,Nebraska,79.6895240249596,31,099,25.6
Keith County,Nebraska,79.0507396840199,31,101,20.5
Kimball County,Nebraska,77.8835007869565,31,105,15.6
Knox County,Nebraska,79.3836666319591,31,107,15.7
Lancaster County,Nebraska,80.3977532028352,31,109,35.4
Lincoln County,Nebraska,78.9083842269617,31,111,19.5
Madison County,Nebraska,78.9954021133941,31,119,21.4
Merrick County,Nebraska,79.5684502060202,31,121,15.6
Morrill County,Nebraska,78.4017760171595,31,123,18.7
Nance County,Nebraska,77.7302225614149,31,125,13.2
Nemaha County,Nebraska,78.6358258407327,31,127,24.8
Nuckolls County,Nebraska,79.5500967331194,31,129,14.6
Otoe County,Nebraska,79.4456827497579,31,131,23.2
Pawnee County,Nebraska,79.3996704081601,31,133,10.8
Perkins County,Nebraska,80.1422921179859,31,135,23.0
Phelps County,Nebraska,79.5152388884231,31,137,19.6
Pierce County,Nebraska,80.293470664326,31,139,15.7
Platte County,Nebraska,80.6219825147049,31,141,18.8
Polk County,Nebraska,80.6279679599186,31,143,20.0
Red Willow County,Nebraska,78.9727412709402,31,145,21.4
Richardson County,Nebraska,78.2543356162028,31,147,17.2
Rock County,Nebraska,79.0948038845207,31,149,18.4
Saline County,Nebraska,78.4193072379194,31,151,14.6
Sarpy County,Nebraska,80.5256847126295,31,153,37.7
Saunders County,Nebraska,79.5529648625803,31,155,22.2
Scotts Bluff County,Nebraska,77.8325626916028,31,157,20.8
Seward County,Nebraska,79.1065002814771,31,159,25.9
Sheridan County,Nebraska,78.6078863737328,31,161,21.0
Sherman County,Nebraska,79.4556797114615,31,163,14.8
Sioux County,Nebraska,83.3769569137255,31,165,26.5
Stanton County,Nebraska,81.4385208587552,31,167,12.9
Thayer County,Nebraska,78.999907326011,31,169,14.8
Thurston County,Nebraska,74.0288705729486,31,173,13.1
Valley County,Nebraska,80.0540714993616,31,175,16.6
Washington County,Nebraska,80.2515047540167,31,177,25.9
Wayne County,Nebraska,83.5440264071605,31,179,31.4
Webster County,Nebraska,77.7576935565958,31,181,15.7
York County,Nebraska,80.145606944606,31,185,27.7
Churchill County,Nevada,76.0053032328535,32,001,17.9
Clark County,Nevada,78.5562583628772,32,003,22.3
Douglas County,Nevada,80.844049114514,32,005,26.1
Elko County,Nevada,78.519111659158,32,007,17.1
Eureka County,Nevada,79.3432207223258,32,011,22.2
Humboldt County,Nevada,76.5880371178706,32,013,13.1
Lander County,Nevada,76.7683740412673,32,015,11.1
Lincoln County,Nevada,78.296851762333,32,017,21.9
Lyon County,Nevada,76.9466620009593,32,019,17.6
Mineral County,Nevada,74.329027077411,32,021,8.0
Nye County,Nevada,74.5224501661139,32,023,14.9
Pershing County,Nevada,78.1799524203369,32,027,9.8
Storey County,Nevada,82.1520863378561,32,029,22.6
Washoe County,Nevada,78.0513925556659,32,031,27.6
White Pine County,Nevada,77.331702327319,32,033,9.9
Carson City,Nevada,76.0759210694261,32,510,22.1
Belknap County,New Hampshire,78.9765425572637,33,001,27.0
Carroll County,New Hampshire,80.3987964851637,33,003,30.4
Cheshire County,New Hampshire,79.6549315899787,33,005,29.2
Coos County,New Hampshire,77.7566904624372,33,007,15.4
Grafton County,New Hampshire,80.7958972296901,33,009,36.6
Hillsborough County,New Hampshire,79.961106457,33,011,35.8
Merrimack County,New Hampshire,79.896944406018,33,013,31.0
Rockingham County,New Hampshire,80.5722617158907,33,015,37.4
Strafford County,New Hampshire,79.3588724648595,33,017,31.4
Sullivan County,New Hampshire,79.3101148321012,33,019,24.3
Atlantic County,New Jersey,77.8521530600694,34,001,24.6
Bergen County,New Jersey,82.7841459331159,34,003,47.4
Burlington County,New Jersey,79.8891177672761,34,005,34.7
Camden County,New Jersey,77.9941919980624,34,007,29.7
Cape May County,New Jersey,77.8174523129519,34,009,29.9
Cumberland County,New Jersey,76.5983899956285,34,011,12.2
Essex County,New Jersey,79.1279957140664,34,013,31.5
Gloucester County,New Jersey,78.4528546473843,34,015,28.3
Hudson County,New Jersey,80.8927446410993,34,017,37.6
Hunterdon County,New Jersey,82.5949449005474,34,019,48.8
Mercer County,New Jersey,80.0086536248265,34,021,39.8
Middlesex County,New Jersey,81.3455868212664,34,023,41.5
Monmouth County,New Jersey,80.5407323412527,34,025,43.1
Morris County,New Jersey,82.3050430093915,34,027,51.8
Ocean County,New Jersey,79.3134135881165,34,029,26.6
Passaic County,New Jersey,80.3632629566964,34,031,26.3
Salem County,New Jersey,76.9957396528595,34,033,20.0
Somerset County,New Jersey,82.3077441190915,34,035,53.8
Sussex County,New Jersey,79.7301681288211,34,037,32.3
Union County,New Jersey,81.0094816042937,34,039,32.2
Warren County,New Jersey,79.8357744912059,34,041,29.9
Bernalillo County,New Mexico,78.8546490996756,35,001,32.9
Catron County,New Mexico,80.5674157742152,35,003,18.2
Chaves County,New Mexico,76.3592769093921,35,005,19.1
Colfax County,New Mexico,78.1279729205457,35,007,22.0
Curry County,New Mexico,77.2091442392581,35,009,18.6
De Baca County,New Mexico,76.3268134354988,35,011,19.3
Dona Ana County,New Mexico,79.5678444093585,35,013,26.2
Eddy County,New Mexico,76.0608338327694,35,015,15.7
Grant County,New Mexico,78.1336224698185,35,017,21.1
Guadalupe County,New Mexico,77.0277434196729,35,019,10.8
Hidalgo County,New Mexico,77.3303954630973,35,023,15.1
Lea County,New Mexico,76.3532422882967,35,025,12.9
Lincoln County,New Mexico,79.7473404658248,35,027,24.3
Los Alamos County,New Mexico,83.3661088508382,35,028,68.0
Luna County,New Mexico,76.1305475773501,35,029,12.6
McKinley County,New Mexico,73.9854570377498,35,031,10.1
Mora County,New Mexico,78.2960470889447,35,033,7.0
Otero County,New Mexico,77.741077983499,35,035,17.0
Quay County,New Mexico,75.5709021173378,35,037,11.9
Rio Arriba County,New Mexico,74.5249250355464,35,039,14.5
Roosevelt County,New Mexico,77.2923600701536,35,041,18.8
Sandoval County,New Mexico,79.5329222656729,35,043,28.8
San Juan County,New Mexico,77.5450376132399,35,045,15.4
San Miguel County,New Mexico,76.4928133276111,35,047,16.7
Santa Fe County,New Mexico,80.6903132828792,35,049,38.5
Sierra County,New Mexico,74.170700615297,35,051,23.9
Socorro County,New Mexico,75.9007216330492,35,053,22.6
Taos County,New Mexico,79.3748635193123,35,055,28.7
Torrance County,New Mexico,77.0155535449549,35,057,13.0
Union County,New Mexico,77.7889289730296,35,059,14.8
Cibola County,New Mexico,77.0301333973197,35,006,8.2
Valencia County,New Mexico,77.0301333973197,35,061,14.7
Albany County,New York,79.7701198593484,36,001,39.8
Allegany County,New York,78.6904411635238,36,003,17.8
Bronx County,New York,79.5204487385622,36,005,16.1
Broome County,New York,78.9113145319182,36,007,27.0
Cattaraugus County,New York,77.7124724194294,36,009,15.7
Cayuga County,New York,79.7260539214345,36,011,17.4
Chautauqua County,New York,78.1486286830134,36,013,20.0
Chemung County,New York,77.9747142419321,36,015,20.7
Chenango County,New York,77.9777119358862,36,017,15.3
Clinton County,New York,79.0107040299518,36,019,19.8
Columbia County,New York,79.4055077873989,36,021,28.0
Cortland County,New York,78.3077335519743,36,023,21.3
Delaware County,New York,78.9854937208,36,025,18.7
Dutchess County,New York,80.5666231525529,36,027,32.6
Erie County,New York,78.2683664969606,36,029,31.7
Essex County,New York,79.7533620347842,36,031,20.4
Franklin County,New York,78.603427846964,36,033,14.8
Fulton County,New York,78.0893732146743,36,035,13.8
Genesee County,New York,78.5297870886686,36,037,18.9
Greene County,New York,78.6256488931726,36,039,17.6
Hamilton County,New York,79.2751350999949,36,041,22.3
Herkimer County,New York,79.2202991717235,36,043,20.2
Jefferson County,New York,78.4301246168,36,045,18.4
Kings County,New York,81.48431204591,36,047,30.3
Lewis County,New York,79.5966922541655,36,049,12.7
Livingston County,New York,80.1050248285555,36,051,22.7
Madison County,New York,80.0138213381424,36,053,25.8
Monroe County,New York,79.8769529320068,36,055,37.2
Montgomery County,New York,78.1454621522507,36,057,15.1
Nassau County,New York,82.2907281933571,36,059,41.9
New York County,New York,83.3463940196397,36,061,59.2
Niagara County,New York,77.8948425860297,36,063,21.6
Oneida County,New York,78.5725661245024,36,065,21.9
Onondaga County,New York,79.5342384035168,36,067,34.4
Ontario County,New York,79.8189232276269,36,069,30.6
Orange County,New York,79.8752070138358,36,071,27.5
Orleans County,New York,78.0534169465086,36,073,15.2
Oswego County,New York,78.0567876115826,36,075,15.8
Otsego County,New York,79.9133834486464,36,077,25.4
Putnam County,New York,81.6459688649157,36,079,37.4
Queens County,New York,82.7769099972464,36,081,29.8
Rensselaer County,New York,78.6653474301292,36,083,28.9
Richmond County,New York,80.4149202806685,36,085,29.0
Rockland County,New York,82.5773714111356,36,087,40.2
Saint Lawrence County,New York,78.6818729374997,36,089,18.9
Saratoga County,New York,81.097742534279,36,091,37.5
Schenectady County,New York,79.1900873403581,36,093,29.1
Schoharie County,New York,80.284423854974,36,095,17.9
Schuyler County,New York,78.6566907358426,36,097,14.9
Seneca County,New York,79.0111055601777,36,099,17.0
Steuben County,New York,78.7315148035998,36,101,19.7
Suffolk County,New York,80.6098048159431,36,103,32.9
Sullivan County,New York,77.6708257479816,36,105,18.8
Tioga County,New York,79.8492499552937,36,107,24.0
Tompkins County,New York,80.8667939741583,36,109,49.5
Ulster County,New York,79.895531181657,36,111,27.8
Warren County,New York,79.7539760640453,36,113,29.1
Washington County,New York,78.9372076290656,36,115,16.4
Wayne County,New York,78.9471418346346,36,117,20.0
Westchester County,New York,82.8722680334026,36,119,45.1
Wyoming County,New York,78.7721749226488,36,121,11.2
Yates County,New York,79.2421356069522,36,123,23.9
Alamance County,North Carolina,77.4351004189055,37,001,21.9
Alexander County,North Carolina,77.2627613419192,37,003,11.0
Alleghany County,North Carolina,78.1681030116506,37,005,18.2
Anson County,North Carolina,74.7977110413217,37,007,8.5
Ashe County,North Carolina,77.8357655075109,37,009,19.4
Avery County,North Carolina,77.3392635739957,37,011,17.6
Beaufort County,North Carolina,76.3203262111432,37,013,17.9
Bertie County,North Carolina,76.0001264449391,37,015,9.3
Bladen County,North Carolina,75.1395696432652,37,017,8.4
Brunswick County,North Carolina,78.1737023622297,37,019,25.7
Buncombe County,North Carolina,78.7489593011781,37,021,32.2
Burke County,North Carolina,76.3142810900329,37,023,15.4
Cabarrus County,North Carolina,77.9812509029711,37,025,24.3
Caldwell County,North Carolina,75.8515233727729,37,027,12.2
Camden County,North Carolina,79.3326557434893,37,029,18.4
Carteret County,North Carolina,78.0385483684807,37,031,23.2
Caswell County,North Carolina,76.1178987831714,37,033,7.2
Catawba County,North Carolina,76.5679088639083,37,035,21.9
Chatham County,North Carolina,80.6818981763833,37,037,37.4
Cherokee County,North Carolina,76.7490858555962,37,039,15.3
Chowan County,North Carolina,77.4201765014566,37,041,16.9
Clay County,North Carolina,77.6125101132879,37,043,21.1
Cleveland County,North Carolina,74.8701928460444,37,045,16.6
Columbus County,North Carolina,73.9944105729017,37,047,10.0
Craven County,North Carolina,77.3693561150073,37,049,20.6
Cumberland County,North Carolina,76.2825262536659,37,051,22.3
Currituck County,North Carolina,77.5066129538627,37,053,18.4
Dare County,North Carolina,78.7876874487273,37,055,30.7
Davidson County,North Carolina,76.3867892744322,37,057,16.3
Davie County,North Carolina,78.4978396018632,37,059,25.3
Duplin County,North Carolina,78.1208155473713,37,061,8.4
Durham County,North Carolina,79.6295549769973,37,063,43.1
Edgecombe County,North Carolina,75.1003929434825,37,065,8.9
Forsyth County,North Carolina,78.0405311192462,37,067,32.6
Franklin County,North Carolina,77.6295236896705,37,069,15.6
Gaston County,North Carolina,75.4483994622212,37,071,17.9
Gates County,North Carolina,77.2604893948949,37,073,8.8
Graham County,North Carolina,76.6601407598552,37,075,12.4
Granville County,North Carolina,77.7061285901511,37,077,13.3
Greene County,North Carolina,77.3861807389375,37,079,10.6
Guilford County,North Carolina,78.6988971704505,37,081,33.3
Halifax County,North Carolina,74.9843163698096,37,083,10.9
Harnett County,North Carolina,76.9187871935066,37,085,17.3
Haywood County,North Carolina,77.7774822084657,37,087,24.0
Henderson County,North Carolina,79.010424613588,37,089,28.2
Hertford County,North Carolina,76.5785426079918,37,091,13.4
Hoke County,North Carolina,76.6546303047603,37,093,16.0
Hyde County,North Carolina,77.0226342974105,37,095,8.1
Iredell County,North Carolina,77.3264205727588,37,097,24.4
Jackson County,North Carolina,78.5686933283605,37,099,28.4
Johnston County,North Carolina,77.686757240746,37,101,18.8
Jones County,North Carolina,76.5866702030195,37,103,8.8
Lee County,North Carolina,77.0021429411632,37,105,19.3
Lenoir County,North Carolina,75.1340722740423,37,107,13.9
Lincoln County,North Carolina,77.129182368619,37,109,20.0
McDowell County,North Carolina,76.6578722191211,37,111,14.1
Macon County,North Carolina,77.9475323085871,37,113,21.2
Madison County,North Carolina,77.6597024370096,37,115,16.1
Martin County,North Carolina,74.9563845384908,37,117,10.2
Mecklenburg County,North Carolina,79.8841038582933,37,119,41.8
Mitchell County,North Carolina,76.2026389432234,37,121,18.3
Montgomery County,North Carolina,77.0485154571842,37,123,15.3
Moore County,North Carolina,79.4505323383535,37,125,33.9
Nash County,North Carolina,76.1526165839439,37,127,18.2
New Hanover County,North Carolina,79.0937895365856,37,129,35.9
Northampton County,North Carolina,76.5425258434334,37,131,5.9
Onslow County,North Carolina,77.7120721520284,37,133,16.6
Orange County,North Carolina,81.3921673503428,37,135,54.7
Pamlico County,North Carolina,78.4184636146572,37,137,17.2
Pasquotank County,North Carolina,76.6556770438141,37,139,16.6
Pender County,North Carolina,77.6442816151681,37,141,21.8
Perquimans County,North Carolina,78.300893632234,37,143,19.7
Person County,North Carolina,76.6770736066068,37,145,11.6
Pitt County,North Carolina,78.1410491964298,37,147,28.1
Polk County,North Carolina,79.4973381470403,37,149,24.2
Randolph County,North Carolina,76.7163950478055,37,151,12.9
Richmond County,North Carolina,74.219332471529,37,153,11.6
Robeson County,North Carolina,73.80546939652,37,155,10.9
Rockingham County,North Carolina,75.740874806244,37,157,11.4
Rowan County,North Carolina,75.5247983201335,37,159,16.1
Rutherford County,North Carolina,75.5517517365233,37,161,17.3
Sampson County,North Carolina,75.9274575254313,37,163,11.0
Scotland County,North Carolina,74.7585139297289,37,165,12.9
Stanly County,North Carolina,76.4092222408241,37,167,14.7
Stokes County,North Carolina,77.0504966262567,37,169,12.6
Surry County,North Carolina,76.1398046171799,37,171,13.3
Swain County,North Carolina,73.4378511620688,37,173,16.2
Transylvania County,North Carolina,80.1007200305786,37,175,29.5
Tyrrell County,North Carolina,77.5040035510817,37,177,6.8
Union County,North Carolina,79.319424338006,37,179,31.6
Vance County,North Carolina,74.9078666642312,37,181,10.5
Wake County,North Carolina,81.1920875769143,37,183,49.1
Warren County,North Carolina,77.6693762130774,37,185,10.7
Washington County,North Carolina,76.8197450969722,37,187,7.8
Watauga County,North Carolina,81.1707238941957,37,189,40.0
Wayne County,North Carolina,76.7450771656926,37,191,15.1
Wilkes County,North Carolina,76.5302689189443,37,193,11.9
Wilson County,North Carolina,76.6896547506621,37,195,15.2
Yadkin County,North Carolina,76.8371746978254,37,197,12.8
Yancey County,North Carolina,77.8704323516492,37,199,16.8
Adams County,North Dakota,78.9234199822849,38,001,20.3
Barnes County,North Dakota,79.2224327429324,38,003,24.3
Benson County,North Dakota,73.6932770588343,38,005,10.4
Bottineau County,North Dakota,78.4077135623037,38,009,20.3
Bowman County,North Dakota,78.7999036631526,38,011,17.0
Burke County,North Dakota,79.1563583605768,38,013,15.2
Burleigh County,North Dakota,80.9872877053162,38,015,32.1
Cass County,North Dakota,80.9138648763204,38,017,35.2
Cavalier County,North Dakota,80.0099997599068,38,019,12.7
Dickey County,North Dakota,79.7068310912538,38,021,23.4
Divide County,North Dakota,80.3346942362851,38,023,21.2
Dunn County,North Dakota,79.651754154465,38,025,15.0
Eddy County,North Dakota,76.3066776808186,38,027,18.8
Emmons County,North Dakota,78.8914200546822,38,029,10.7
Foster County,North Dakota,78.9341095448545,38,031,17.1
Golden Valley County,North Dakota,81.7399107776812,38,033,15.2
Grand Forks County,North Dakota,79.5669433489317,38,035,31.6
Grant County,North Dakota,79.1177407708572,38,037,13.4
Griggs County,North Dakota,78.6097249786699,38,039,15.4
Hettinger County,North Dakota,79.6820171175281,38,041,16.4
Kidder County,North Dakota,81.4036530210522,38,043,16.9
LaMoure County,North Dakota,81.4931135092878,38,045,22.9
Logan County,North Dakota,79.7143156401717,38,047,11.4
McHenry County,North Dakota,79.5943655541048,38,049,14.9
McIntosh County,North Dakota,79.8138330205316,38,051,18.2
McKenzie County,North Dakota,78.3948019571656,38,053,22.5
McLean County,North Dakota,78.7339538744477,38,055,16.7
Mercer County,North Dakota,79.8280195898527,38,057,19.3
Morton County,North Dakota,78.9000599164876,38,059,20.0
Mountrail County,North Dakota,75.81449982024,38,061,15.4
Nelson County,North Dakota,77.0370418909526,38,063,19.5
Oliver County,North Dakota,82.5849088001178,38,065,16.2
Pembina County,North Dakota,80.0939351599287,38,067,16.3
Pierce County,North Dakota,78.4979889953825,38,069,10.9
Ramsey County,North Dakota,78.0082679133888,38,071,19.7
Ransom County,North Dakota,78.1714900385827,38,073,15.9
Renville County,North Dakota,78.7887452725444,38,075,19.2
Richland County,North Dakota,81.0709636671078,38,077,19.8
Rolette County,North Dakota,72.6392193548457,38,079,16.3
Sargent County,North Dakota,80.9829679766512,38,081,16.5
Sheridan County,North Dakota,83.2961917260817,38,083,14.7
Sioux County,North Dakota,69.0635644992931,38,085,11.9
Stark County,North Dakota,80.7207249342251,38,089,23.0
Steele County,North Dakota,81.2420440302611,38,091,18.5
Stutsman County,North Dakota,78.718483840143,38,093,21.3
Towner County,North Dakota,78.5379783107305,38,095,21.7
Traill County,North Dakota,80.2487081309345,38,097,28.3
Walsh County,North Dakota,78.2999492600519,38,099,18.1
Ward County,North Dakota,79.7584657645514,38,101,24.0
Wells County,North Dakota,78.8579039778935,38,103,19.5
Williams County,North Dakota,78.2230922791037,38,105,17.9
Adams County,Ohio,74.1398196922422,39,001,10.3
Allen County,Ohio,77.5838785041637,39,003,17.4
Ashland County,Ohio,78.4481799445742,39,005,19.8
Ashtabula County,Ohio,76.0389916706671,39,007,12.2
Athens County,Ohio,77.4432045132019,39,009,27.2
Auglaize County,Ohio,78.7705595318345,39,011,16.2
Belmont County,Ohio,76.7421590402644,39,013,13.6
Brown County,Ohio,75.2912350471843,39,015,10.1
Butler County,Ohio,77.416746004143,39,017,28.7
Carroll County,Ohio,78.0277295575165,39,019,10.5
Champaign County,Ohio,77.1481053748653,39,021,16.1
Clark County,Ohio,75.4001899284371,39,023,17.3
Clermont County,Ohio,78.0904708335493,39,025,26.5
Clinton County,Ohio,75.9697808529839,39,027,14.8
Columbiana County,Ohio,76.9551920794608,39,029,12.2
Coshocton County,Ohio,77.2855771809634,39,031,13.2
Crawford County,Ohio,76.38910525193,39,033,11.6
Cuyahoga County,Ohio,77.5411243709395,39,035,30.8
Darke County,Ohio,77.7066403533765,39,037,12.0
Defiance County,Ohio,78.3091320075366,39,039,14.5
Delaware County,Ohio,81.7114933866173,39,041,52.4
Erie County,Ohio,77.2957349080478,39,043,20.9
